year,gennme,prodnme,state,quarter,suppression,totalRX
2015,Dextroamphetamine Sulfate,ZENZEDI,FL,1,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,FL,1,F,57913
2015,Amphetamine Salt Combination,ADDERALL,FL,2,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,FL,2,F,34954
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,FL,2,F,20593
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,FL,2,T,0
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,FL,2,F,407
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,FL,2,T,0
2015,Dextroamphetamine Sulfate,DEXEDRINE SPANSULE,FL,2,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,FL,2,F,880
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,FL,2,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,FL,2,T,0
2015,Dextroamphetamine Sulfate,ZENZEDI,FL,2,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,FL,2,F,60571
2015,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,FL,2,T,0
2015,Amphetamine Salt Combination,ADDERALL,FL,3,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,FL,3,F,31485
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,FL,3,F,21470
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,FL,3,T,0
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,FL,3,F,633
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,FL,3,T,0
2015,Dextroamphetamine Sulfate,DEXEDRINE SPANSULE,FL,3,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,FL,3,F,793
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,FL,3,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,FL,3,T,0
2015,Dextroamphetamine Sulfate,ZENZEDI,FL,3,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,FL,3,F,56535
2015,Amphetamine Salt Combination,ADDERALL,FL,4,F,14
2015,Amphetamine Salt Combination,ADDERALL,FL,4,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,FL,4,F,30819
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,FL,4,F,22626
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,FL,4,T,0
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,FL,4,F,1336
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,FL,4,T,0
2015,Dextroamphetamine Sulfate,DEXEDRINE SPANSULE,FL,4,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,FL,4,F,802
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,FL,4,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,FL,4,T,0
2015,Dextroamphetamine Sulfate,ZENZEDI,FL,4,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,FL,4,F,65205
2015,Amphetamine Salt Combination,ADDERALL,MS,1,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,MS,1,F,9975
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,MS,1,F,4006
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,MS,1,T,0
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,MS,1,F,20
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,MS,1,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,MS,1,F,145
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,MS,1,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,MS,1,F,478
2015,Dextroamphetamine Sulfate,PROCENTRA,MS,1,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,MS,1,F,22488
2015,Lisdexamfetamine Dimesylate,VYVANSE,MS,1,T,0
2015,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,MS,1,T,0
2015,Amphetamine Salt Combination,ADDERALL,MS,2,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,MS,2,F,9076
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,MS,2,F,3623
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,MS,2,T,0
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,MS,2,F,20
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,MS,2,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,MS,2,F,114
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,MS,2,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,MS,2,F,446
2015,Dextroamphetamine Sulfate,PROCENTRA,MS,2,T,0
2015,Dextroamphetamine Sulfate,ZENZEDI,MS,2,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,MS,2,F,20394
2015,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,MS,2,T,0
2015,Amphetamine Salt Combination,ADDERALL,MS,3,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,MS,3,F,9057
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,MS,3,F,3796
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,MS,3,T,0
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,MS,3,F,69
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,MS,3,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,MS,3,F,119
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,MS,3,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,MS,3,F,491
2015,Dextroamphetamine Sulfate,PROCENTRA,MS,3,T,0
2015,Dextroamphetamine Sulfate,ZENZEDI,MS,3,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,MS,3,F,21219
2015,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,MS,3,T,0
2015,Amphetamine Salt Combination,ADDERALL,MS,4,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,MS,4,F,9381
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,MS,4,F,4197
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,MS,4,T,0
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,MS,4,F,60
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,MS,4,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,MS,4,F,122
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,MS,4,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,MS,4,F,688
2015,Dextroamphetamine Sulfate,PROCENTRA,MS,4,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,MS,4,F,23237
2015,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,MS,4,T,0
2015,Amphetamine Salt Combination,ADDERALL,SC,1,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,SC,1,F,2622
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,SC,1,F,13193
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,SC,1,T,0
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,SC,1,F,6451
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,SC,1,T,0
2015,Dextroamphetamine Sulfate,DEXEDRINE SPANSULE,SC,1,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,SC,1,F,425
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,SC,1,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,SC,1,T,0
2015,Dextroamphetamine Sulfate,ZENZEDI,SC,1,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,SC,1,F,21308
2015,Lisdexamfetamine Dimesylate,VYVANSE,SC,1,T,0
2015,Amphetamine Salt Combination,ADDERALL,SC,2,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,SC,2,F,2594
2015,Amphetamine Salt Combination,ADDERALL XR,SC,2,T,0
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,SC,2,F,12825
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,SC,2,T,0
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,SC,2,F,6235
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,SC,2,T,0
2015,Dextroamphetamine Sulfate,DEXEDRINE SPANSULE,SC,2,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,SC,2,F,294
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,SC,2,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,SC,2,T,0
2015,Dextroamphetamine Sulfate,ZENZEDI,SC,2,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,SC,2,F,21883
2015,Amphetamine Salt Combination,ADDERALL,SC,3,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,SC,3,F,2009
2015,Amphetamine Salt Combination,ADDERALL XR,SC,3,T,0
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,SC,3,F,13044
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,SC,3,T,0
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,SC,3,F,5722
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,SC,3,T,0
2015,Dextroamphetamine Sulfate,DEXEDRINE SPANSULE,SC,3,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,SC,3,F,353
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,SC,3,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,SC,3,T,0
2015,Dextroamphetamine Sulfate,ZENZEDI,SC,3,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,SC,3,F,20298
2015,Amphetamine Salt Combination,ADDERALL,SC,4,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,SC,4,F,2622
2015,Amphetamine Salt Combination,ADDERALL XR,SC,4,T,0
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,SC,4,F,11484
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,SC,4,T,0
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,SC,4,F,5167
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,SC,4,T,0
2015,Dextroamphetamine Sulfate,DEXEDRINE SPANSULE,SC,4,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,SC,4,F,491
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,SC,4,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,SC,4,T,0
2015,Dextroamphetamine Sulfate,ZENZEDI,SC,4,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,SC,4,F,18118
2015,Amphetamine Salt Combination,ADDERALL,TN,1,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,TN,1,F,23084
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,TN,1,F,10411
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,TN,1,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,TN,1,F,739
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,TN,1,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,TN,1,F,120
2015,Lisdexamfetamine Dimesylate,VYVANSE,TN,1,F,31443
2015,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,TN,1,T,0
2015,Amphetamine Salt Combination,ADDERALL,TN,2,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,TN,2,F,23277
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,TN,2,F,10746
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,TN,2,T,0
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,TN,2,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,TN,2,F,769
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,TN,2,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,TN,2,F,47
2015,Dextroamphetamine Sulfate,PROCENTRA,TN,2,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,TN,2,F,32255
2015,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,TN,2,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,TN,3,F,20299
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,TN,3,F,8619
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,TN,3,T,0
2015,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,TN,3,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,TN,3,F,732
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,TN,3,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,TN,3,F,48
2015,Dextroamphetamine Sulfate,PROCENTRA,TN,3,T,0
2015,Dextroamphetamine Sulfate,ZENZEDI,TN,3,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,TN,3,F,28769
2015,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,TN,3,T,0
2015,Amphetamine Salt Combination,ADDERALL,TN,4,T,0
2015,Amphetamine Salt Combination,ADDERALL XR,TN,4,F,22673
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,TN,4,F,7515
2015,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,TN,4,T,0
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,TN,4,F,400
2015,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,TN,4,T,0
2015,Dextroamphetamine Sulfate,PROCENTRA,TN,4,F,406
2015,Dextroamphetamine Sulfate,ZENZEDI,TN,4,T,0
2015,Lisdexamfetamine Dimesylate,VYVANSE,TN,4,F,33487
2015,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,TN,4,T,0
2016,Amphetamine Salt Combination,ADDERALL,CO,1,F,198
2016,Amphetamine Salt Combination,ADDERALL,CO,1,T,0
2016,Amphetamine Salt Combination,ADDERALL XR,CO,1,F,9775
2016,Amphetamine Salt Combination,ADDERALL XR,CO,1,T,0
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,CO,1,F,6401
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,CO,1,T,0
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,CO,1,F,47
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,CO,1,T,0
2016,Dextroamphetamine Sulfate,DEXEDRINE SPANSULE,CO,1,T,0
2016,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,CO,1,F,331
2016,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,CO,1,T,0
2016,Dextroamphetamine Sulfate,ZENZEDI,CO,1,T,0
2016,Lisdexamfetamine Dimesylate,VYVANSE,CO,1,F,8693
2016,Lisdexamfetamine Dimesylate,VYVANSE,CO,1,T,0
2016,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,CO,1,T,0
2016,Amphetamine,ADZENYS XR ODT,CO,2,T,0
2016,Amphetamine Salt Combination,ADDERALL,CO,2,F,145
2016,Amphetamine Salt Combination,ADDERALL,CO,2,T,0
2016,Amphetamine Salt Combination,ADDERALL XR,CO,2,F,10073
2016,Amphetamine Salt Combination,ADDERALL XR,CO,2,T,0
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,CO,2,F,6989
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,CO,2,T,0
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,CO,2,F,49
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,CO,2,T,0
2016,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,CO,2,F,313
2016,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,CO,2,T,0
2016,Dextroamphetamine Sulfate,ZENZEDI,CO,2,T,0
2016,Lisdexamfetamine Dimesylate,VYVANSE,CO,2,F,8767
2016,Lisdexamfetamine Dimesylate,VYVANSE,CO,2,T,0
2016,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,CO,2,T,0
2016,Amphetamine,ADZENYS XR ODT,CO,3,T,0
2016,Amphetamine Salt Combination,ADDERALL,CO,3,F,152
2016,Amphetamine Salt Combination,ADDERALL,CO,3,T,0
2016,Amphetamine Salt Combination,ADDERALL XR,CO,3,F,9802
2016,Amphetamine Salt Combination,ADDERALL XR,CO,3,T,0
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,CO,3,F,7312
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,CO,3,T,0
2016,Amphetamine Salt Combination,DEXTROAMPH SACC-AMPH ASP-DEXTROAM SULF-AMPHET SULF,CO,3,T,0
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,CO,3,F,82
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,CO,3,T,0
2016,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,CO,3,F,308
2016,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,CO,3,T,0
2016,Dextroamphetamine Sulfate,ZENZEDI,CO,3,T,0
2016,Lisdexamfetamine Dimesylate,VYVANSE,CO,3,F,8411
2016,Lisdexamfetamine Dimesylate,VYVANSE,CO,3,T,0
2016,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,CO,3,T,0
2016,Amphetamine,ADZENYS XR ODT,CO,4,T,0
2016,Amphetamine Salt Combination,ADDERALL,CO,4,F,180
2016,Amphetamine Salt Combination,ADDERALL,CO,4,T,0
2016,Amphetamine Salt Combination,ADDERALL XR,CO,4,F,10699
2016,Amphetamine Salt Combination,ADDERALL XR,CO,4,T,0
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,CO,4,F,8155
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,CO,4,T,0
2016,Amphetamine Salt Combination,DEXTROAMPH SACC-AMPH ASP-DEXTROAM SULF-AMPHET SULF,CO,4,T,0
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALT,CO,4,T,0
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,CO,4,F,35
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,CO,4,T,0
2016,Dextroamphetamine Sulfate,DEXEDRINE SPANSULE,CO,4,T,0
2016,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,CO,4,F,230
2016,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,CO,4,T,0
2016,Dextroamphetamine Sulfate,ZENZEDI,CO,4,T,0
2016,Lisdexamfetamine Dimesylate,VYVANSE,CO,4,F,9467
2016,Lisdexamfetamine Dimesylate,VYVANSE,CO,4,T,0
2016,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,CO,4,T,0
2016,Amphetamine Salt Combination,ADDERALL,FL,1,T,0
2016,Amphetamine Salt Combination,ADDERALL XR,FL,1,F,32819
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,FL,1,F,20959
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,FL,1,T,0
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,FL,1,F,552
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,FL,1,T,0
2016,Dextroamphetamine Sulfate,DEXEDRINE SPANSULE,FL,1,T,0
2016,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,FL,1,F,747
2016,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,FL,1,T,0
2016,Dextroamphetamine Sulfate,PROCENTRA,FL,1,T,0
2016,Dextroamphetamine Sulfate,ZENZEDI,FL,1,T,0
2016,Lisdexamfetamine Dimesylate,VYVANSE,FL,1,F,62404
2016,Methamphetamine Hydrochloride,METHAMPHETAMINE HCL,FL,1,T,0
2016,Amphetamine,ADZENYS XR ODT,FL,2,T,0
2016,Amphetamine Salt Combination,ADDERALL,FL,2,F,18
2016,Amphetamine Salt Combination,ADDERALL,FL,2,T,0
2016,Amphetamine Salt Combination,ADDERALL XR,FL,2,F,36346
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,FL,2,F,25625
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,FL,2,T,0
2016,Amphetamine Salt Combination,DEXTROAMPH SACC-AMPH ASP-DEXTROAM SULF-AMPHET SULF,FL,2,F,12
2016,Amphetamine Salt Combination,DEXTROAMPH SACC-AMPH ASP-DEXTROAM SULF-AMPHET SULF,FL,2,T,0
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,FL,2,F,253
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,FL,2,T,0
2016,Dextroamphetamine Sulfate,DEXEDRINE SPANSULE,FL,2,T,0
2016,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,FL,2,F,781
2016,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,FL,2,T,0
2016,Dextroamphetamine Sulfate,PROCENTRA,FL,2,T,0
2016,Dextroamphetamine Sulfate,ZENZEDI,FL,2,T,0
2016,Lisdexamfetamine Dimesylate,VYVANSE,FL,2,F,66069
2016,Amphetamine,ADZENYS XR ODT,FL,3,T,0
2016,Amphetamine Salt Combination,ADDERALL,FL,3,F,13
2016,Amphetamine Salt Combination,ADDERALL,FL,3,T,0
2016,Amphetamine Salt Combination,ADDERALL XR,FL,3,F,30946
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,FL,3,F,23645
2016,Amphetamine Salt Combination,AMPHETAMINE SALT COMBO,FL,3,T,0
2016,Amphetamine Salt Combination,DEXTROAMPH SACC-AMPH ASP-DEXTROAM SULF-AMPHET SULF,FL,3,F,36
2016,Amphetamine Salt Combination,DEXTROAMPH SACC-AMPH ASP-DEXTROAM SULF-AMPHET SULF,FL,3,T,0
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALT,FL,3,T,0
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,FL,3,F,193
2016,Amphetamine Salt Combination,MIXED AMPHETAMINE SALTS,FL,3,T,0
2016,Dextroamphetamine Sulfate,DEXEDRINE SPANSULE,FL,3,T,0
